from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5889096;5975375;-1;-1;121;76;27064;-1;-1;-1;-1;-1;-1;59;31079;50;31047;31
5889097;5975375;378;26474;121;76;27064;108;93;32103;115;94;28585;-1;31201;-1;31169;-1
5889098;5975375;374;26163;119;75;26099;105;92;32054;112;93;28535;-1;31821;-1;31789;-1
5889099;5975375;368;25735;119;75;26099;102;90;26525;110;89;31140;-1;31930;-1;31898;-1
5889100;5975375;363;25389;119;75;26099;102;83;26178;110;84;30794;-1;28112;-1;28112;-1
5889101;5975375;359;25098;115;73;25478;101;81;25887;108;80;30503;-1;27889;-1;27889;-1
5889102;5975375;358;25068;114;72;25260;99;81;25857;106;91;29529;58;27552;49;27552;31
5889103;5975375;360;25173;112;71;24950;102;80;25963;108;81;30578;58;27316;49;27316;31
5889104;5975375;350;24527;113;72;24674;93;71;25221;97;72;28892;58;31199;49;31422;31
5889105;5975375;353;24703;113;71;24645;88;69;25603;91;69;29275;58;31177;49;31400;31
5889106;5975375;350;24513;111;70;24413;88;68;25519;91;68;29190;57;30851;48;31074;30
5889107;5975375;347;24270;108;68;24081;84;62;25138;85;62;28809;56;30712;48;30935;30
5889108;5975375;343;24033;107;67;23711;88;65;25356;85;65;29028;57;30423;49;30646;30
5889109;5975375;340;23799;105;67;23486;88;64;25791;85;65;29463;58;30001;49;30224;31
5889110;5975375;337;23572;105;66;23281;88;68;26012;91;68;29683;57;30069;49;30292;30
5889111;5975375;334;23399;103;65;22980;88;70;26169;91;70;29840;57;29551;48;29774;30
5889112;5975375;327;22866;102;65;22629;93;76;26581;87;65;30216;56;29354;48;29577;30
5889113;5975375;322;22549;102;64;22447;93;76;26592;87;65;30227;56;28938;48;29161;30
5889114;5975375;320;22422;102;65;22395;95;80;26890;93;68;31001;56;28617;47;28840;29
5889115;5975375;321;22460;102;64;22259;95;85;30963;93;69;31039;56;28806;47;29029;29
5889116;5975375;324;22679;104;66;22620;100;85;29892;99;72;31259;57;28997;48;29219;30
5889117;5975375;326;22843;104;66;22620;102;87;30056;106;84;31422;57;29381;48;29603;30
5889118;5975375;312;21872;95;60;21887;88;76;26517;102;83;26838;57;26594;48;26594;29
5889119;5975375;301;21064;93;59;21298;82;65;25709;86;70;25709;54;26208;46;26208;28
5889120;5975375;298;20836;92;58;21097;80;62;25480;83;67;25480;55;26089;46;26089;28
5889121;5975375;291;20398;90;57;20632;79;62;25300;86;67;25300;55;25611;47;25611;27
5889122;5975375;290;20294;91;58;20595;79;62;25055;87;67;25055;56;25544;48;25544;28
5889123;5975375;284;19859;100;64;21225;80;67;23005;87;75;24605;59;27132;50;27132;30
5889124;5975375;283;19801;102;65;21306;79;66;22947;85;74;24547;59;27495;50;27495;31
5889125;5975375;287;20113;87;55;19215;82;71;23258;90;78;24859;54;25066;46;25066;26
5889126;5975375;273;19103;86;55;19194;83;69;22600;81;64;22600;54;24109;46;24109;26
5889127;5975375;264;18458;84;53;18700;73;61;21667;73;56;21667;52;23635;45;23635;25
5889128;5975375;261;18256;83;53;18595;73;62;21712;73;57;21712;53;23426;45;23426;25
5889129;5975375;258;18092;83;52;18383;73;60;21500;71;55;21419;51;23203;44;23203;24
5889130;5975375;255;17877;82;52;18157;71;56;21055;68;52;21204;50;22990;43;22990;24
5889131;5975375;258;18081;82;52;18244;74;59;21270;71;56;21437;51;23311;44;23311;24
5889132;5975375;262;18327;82;52;18244;77;63;21516;80;61;21683;48;22004;42;22004;23
5889133;5975375;232;16233;75;47;16336;70;61;19860;66;57;19860;48;21394;41;21394;23
5889134;5975375;228;15956;74;47;16257;64;50;19419;61;53;19584;48;21244;41;21244;23
5889135;5975375;230;16096;73;47;16052;67;52;19559;64;55;19724;48;21511;41;21511;23
5889136;5975375;225;15774;76;48;16618;67;58;15925;64;59;20007;47;21299;41;21299;22
5889137;5975375;224;15714;72;45;15872;67;58;15865;65;58;19490;48;21250;42;21250;23
5889138;5975375;229;16009;71;45;15644;70;62;16160;69;62;16160;49;21685;42;21685;23
5889139;5975375;214;15004;69;44;15198;59;49;15498;56;46;15498;49;20278;42;20278;23
5889140;5975375;217;15163;70;44;15375;59;48;15482;56;45;15482;47;20066;40;20066;22
5889141;5975375;215;15016;69;44;15178;59;50;17485;57;50;14939;45;19342;40;19342;22
5889142;5975375;217;15207;69;44;15194;57;47;17064;55;47;17319;46;19334;39;19334;22
5889143;5975375;217;15218;70;44;15414;57;47;17090;54;47;17346;45;19061;40;19061;22
5889144;5975375;221;15476;70;45;15242;60;49;17439;57;51;17604;45;19831;41;19831;22
5889145;5975375;211;14802;70;44;15123;57;50;17142;54;47;15747;46;19980;41;19980;22
5889146;5975375;208;14535;70;45;15008;50;42;15370;51;42;15370;43;19427;39;17129;21
5889147;5975375;204;14260;69;44;14692;49;39;15198;48;39;15198;44;18842;39;16545;21
5889148;5975375;206;14390;69;44;14736;44;40;14489;44;40;14489;42;16082;38;16082;20
5889149;5975375;207;14476;68;43;14471;42;37;14267;42;37;14267;42;15681;37;15681;20
5889150;5975375;205;14322;67;42;14331;40;35;14102;40;35;14102;41;15432;36;15432;20
5889151;5975375;204;14295;66;42;14347;38;33;13999;38;33;13999;39;15001;35;15001;19
5889152;5975375;202;14173;65;41;14153;42;36;14228;42;36;14228;38;14733;34;14733;19
5889153;5975375;203;14236;64;41;14211;49;45;14090;43;35;14055;41;14568;37;14568;20
5889154;5975375;201;14098;62;40;13820;49;46;14168;44;35;14050;41;14148;37;14148;20
5889155;5975375;200;14016;63;40;13981;52;42;14092;50;41;14092;40;15024;36;14878;20
5889156;5975375;199;13902;63;40;13975;51;42;13665;47;41;13665;40;15740;36;14742;20
5889157;5975375;198;13873;64;40;13984;55;45;13903;51;43;13903;41;16105;37;15107;20
5889158;5975375;193;13541;64;41;13495;70;61;14122;69;59;14122;42;15517;37;15554;21
5889159;5975375;195;13656;64;41;13495;72;62;14237;72;60;14237;42;15959;38;15997;21
5889160;5975375;195;13622;69;44;14292;73;64;17671;71;63;17671;44;16475;40;16512;23
5889161;5975375;192;13459;69;44;14292;69;64;19346;71;61;17532;45;17360;40;17397;23
5889162;5975375;193;13536;68;43;14121;61;57;18729;66;54;18729;49;19300;43;19337;25
5889163;5975375;194;13558;67;42;14000;59;55;18545;62;52;18545;48;19283;43;19320;24
5889164;5975375;196;13742;66;42;13900;61;52;18667;60;51;18667;48;19407;42;19444;25
5889165;5975375;198;13845;66;42;13856;61;57;18910;64;54;18910;48;19842;42;19879;25
5889166;5975375;200;14011;69;44;14362;60;54;17110;61;51;17110;47;20174;41;20212;24
5889167;5975375;204;14313;70;45;14782;58;51;16860;56;48;16860;46;20398;40;20436;24
5889168;5975375;209;14612;71;45;14988;60;54;17076;61;51;17076;47;22473;41;22473;24
5889169;5975375;190;13278;63;40;13430;67;61;14508;69;59;14508;45;21739;39;21739;23
5889170;5975375;191;13384;63;40;13459;64;58;14241;62;56;14241;46;21691;39;21691;23
5889171;5975375;194;13614;64;41;13663;61;55;14089;60;53;14089;46;21871;39;21871;23
5889172;5975375;195;13635;62;39;13320;56;50;13773;57;49;13773;39;16573;35;16573;21
5889173;5975375;201;14074;62;39;13320;49;44;14012;51;42;14012;39;17582;35;17582;21
5889174;5975375;194;13557;63;40;13608;46;40;13724;45;38;13724;39;17319;34;17319;20
5889175;5975375;195;13684;65;41;14089;48;44;14015;47;41;13214;41;17630;36;18198;21
5889176;5975375;195;13630;63;40;13548;47;41;13784;49;43;13328;38;16762;33;16762;19
5889177;5975375;196;13696;62;39;13548;49;43;13946;50;46;14625;38;16880;33;16880;19
5889178;5975375;197;13802;64;41;13884;51;45;14064;51;48;14743;42;16622;36;16622;21
5889179;5975375;196;13721;61;39;13734;50;46;14446;52;43;14446;39;16630;34;16668;20
5889180;5975375;199;13952;63;40;13986;48;42;14295;49;43;16963;39;16961;35;16998;20
5889181;5975375;198;13832;63;40;13939;45;40;16771;45;40;16771;43;17178;37;18646;22
5889182;5975375;198;13892;63;40;13937;44;39;16376;43;39;16376;43;17925;38;18686;22
5889183;5975375;201;14072;63;40;14114;45;39;16330;45;39;16330;44;20843;38;20881;22
5889184;5975375;201;14094;64;40;14173;42;38;15913;42;38;15913;44;20472;38;20510;22
5889185;5975375;203;14214;64;40;14268;44;38;15826;43;38;15519;44;19986;37;20024;22
5889186;5975375;209;14600;65;41;14577;43;37;15511;42;38;15511;43;19942;37;19980;21
5889187;5975375;206;14442;66;42;14697;39;34;15001;39;34;15001;44;20161;38;20238;22
5889188;5975375;207;14485;67;42;14524;42;36;14892;41;36;14892;43;20753;37;20790;22
5889189;5975375;208;14572;67;42;14558;38;35;14647;39;36;14647;44;20528;38;20565;22
5889190;5975375;208;14558;67;42;14522;37;33;14317;36;35;14355;42;20560;37;20793;21
5889191;5975375;210;14711;66;42;14619;37;33;14259;36;33;14259;42;20623;37;20661;21
5889192;5975375;211;14757;66;42;14743;38;35;14392;38;35;14392;45;21764;40;21757;23
5889193;5975375;214;15005;67;43;15009;42;39;14641;42;39;14641;45;21222;39;21216;23
5889194;5975375;218;15275;68;43;15113;45;43;14910;46;43;14910;38;21377;33;21370;20
5889195;5975375;221;15469;70;44;15532;48;45;15104;47;45;15104;38;20492;33;20486;20
5889196;5975375;223;15614;71;45;15789;52;49;16288;51;45;16288;38;19879;33;19873;19
5889197;5975375;228;15952;74;47;16228;52;41;15783;53;38;15783;40;19673;35;19667;21
5889198;5975375;231;16192;73;46;16239;52;41;15782;55;38;15782;39;19714;34;19708;20
5889199;5975375;235;16473;75;47;16436;48;38;15587;48;35;15587;38;19483;33;19477;20
5889200;5975375;234;16360;75;48;16347;42;34;15020;42;33;15020;38;19114;33;19107;19
5889201;5975375;234;16412;76;48;16552;41;34;15072;44;33;15072;40;19121;34;19114;20
5889202;5975375;241;16859;77;49;16816;47;39;20011;48;40;15839;41;19438;35;19432;20
5889203;5975375;244;17098;79;50;17177;51;42;20240;52;45;16577;42;20229;36;20222;21
5889204;5975375;249;17398;81;51;17637;45;37;20248;48;39;16250;40;19562;35;19556;20
5889205;5975375;247;17275;82;52;17673;45;40;16196;48;38;16196;40;19280;34;19273;20
5889206;5975375;249;17429;81;51;17540;41;35;15946;49;34;15941;41;19563;35;19556;20
5889207;5975375;252;17631;84;53;17628;42;35;16144;49;38;16270;43;20063;36;20057;21
5889208;5975375;255;17850;84;53;17697;46;38;16590;51;41;16716;43;20312;37;20305;22
5889209;5975375;255;17856;84;53;17806;44;37;16704;53;42;17070;44;20753;38;20746;22
5889210;5975375;259;18124;86;54;18176;46;39;17004;54;42;17129;45;21186;38;21180;22
5889211;5975375;265;18531;87;55;18422;55;46;17544;60;50;17670;46;21465;39;21459;23
5889212;5975375;280;19568;88;56;18698;65;55;19156;66;58;19282;46;21888;39;21881;23
5889213;5975375;276;19301;92;58;19849;61;51;19015;66;54;19015;45;22486;39;22479;24
5889214;5975375;282;19766;91;58;19828;66;55;19856;69;60;22625;45;22658;39;22652;24
5889215;5975375;291;20351;97;61;20788;72;61;20226;81;61;20239;46;23103;40;23097;25
5889216;5975375;295;20682;97;61;20788;73;60;21612;83;65;20570;47;23642;41;23635;26
5889217;5975375;298;20878;98;62;20859;73;55;21270;85;70;26452;47;23572;41;23565;26
5889218;5975375;299;20901;99;63;21012;75;56;21352;86;71;26535;48;23953;41;23947;26
5889219;5975375;305;21382;104;66;21646;91;66;22054;94;81;27237;49;24571;43;24564;27
5889220;5975375;306;21402;104;66;21646;91;66;22075;94;81;27257;49;24673;43;24667;27
5889221;5975375;309;21647;109;69;22907;99;75;22445;103;85;27502;53;25026;46;25019;30
5889222;5975375;326;22787;109;69;22907;106;78;23773;109;80;27401;53;25713;46;25706;30
5889223;5975375;327;22904;109;69;22907;88;60;22780;104;67;26534;53;25805;46;25799;30
5889224;5975375;333;23317;105;66;23479;80;61;23006;90;70;23000;53;25863;46;25856;30
5889225;5975375;330;23111;102;65;23096;76;58;22800;90;67;22794;45;25841;39;25834;24
5889226;5975375;323;22620;100;63;22777;71;52;22309;79;60;22302;44;25403;39;25396;23
5889227;5975375;321;22482;100;63;22742;72;56;22611;79;62;22254;44;25171;38;25164;23
5889228;5975375;324;22670;99;63;22653;74;59;22798;82;67;23695;44;25385;38;25379;23
5889229;5975375;328;22951;101;64;23093;79;63;23080;90;71;23074;44;26021;38;26015;23
5889230;5975375;326;22837;105;66;23028;90;77;22525;94;85;27249;45;25407;39;25400;25
5889231;5975375;324;22690;105;66;23028;88;75;22378;94;84;22383;45;25426;39;25419;25
5889232;5975375;328;22927;105;66;23028;92;78;22615;96;85;22609;45;25859;39;25853;25
5889233;5975375;332;23265;105;66;23028;99;87;25015;102;90;22947;45;27456;39;27450;25
5889234;5975375;334;23353;105;66;24150;94;83;23620;97;84;23620;50;27246;44;27239;27
5889235;5975375;334;23396;105;66;24150;92;78;30318;97;87;30312;50;27873;44;27866;27
5889236;5975375;333;23333;103;65;23680;90;74;30081;97;83;30075;49;27582;43;27576;27
5889237;5975375;340;23817;104;66;23992;96;78;30302;100;87;30296;50;28037;44;28031;27
5889238;5975375;343;23994;104;66;23992;97;80;30479;103;89;30473;53;29070;47;29063;29
5890919;5975375;440;30785;138;87;31038;92;77;36997;96;86;32677;62;32513;54;32481;34
5890920;5975375;437;30575;137;87;30979;91;74;36788;93;84;33938;62;32539;53;32507;34
5890921;5975375;442;30957;137;87;30979;94;80;37170;96;86;32672;62;32484;53;32452;34
5890922;5975375;445;31162;123;78;29308;100;83;37374;99;90;32960;56;30249;48;30217;30
5890923;5975375;421;29455;123;78;29217;91;71;30467;92;73;30627;57;30074;49;30042;30
5890924;5975375;418;29257;123;78;29217;89;70;30910;87;72;31070;57;30350;49;30318;30
5890925;5975375;416;29117;125;79;29128;89;69;30853;87;71;31013;58;30575;50;30544;31
5890926;5975375;420;29369;126;79;29286;89;73;31105;93;72;30570;58;31180;50;31148;31
5890927;5975375;423;29611;129;81;29163;93;76;31347;99;76;30813;60;30984;52;30984;33
5890928;5975375;407;28506;127;80;28579;95;80;29520;102;78;29680;58;30050;50;30050;32
5890929;5975375;405;28364;127;80;28579;95;78;29377;102;76;29537;58;30089;50;30089;32
5890930;5975375;407;28517;128;81;27995;96;80;29530;105;78;29690;61;29566;53;29566;34
5890931;5975375;399;27950;128;81;27995;112;98;29205;117;96;29365;61;31578;53;31578;34
5890932;5975375;397;27783;126;80;27796;112;95;29039;117;93;29198;61;31252;53;31252;34
5890933;5975375;390;27292;123;78;27297;105;88;28548;113;86;28708;60;30943;52;30943;33
5890934;5975375;390;27290;123;78;27297;105;88;28546;113;86;28706;60;30789;52;30789;33
5890935;5975375;391;27342;123;78;27297;105;89;28598;114;87;28758;60;30838;52;30838;33
5890936;5975375;-1;-1;117;74;26568;-1;-1;-1;-1;-1;-1;60;30492;51;30492;31
5890937;5975375;403;28189;121;77;27629;96;74;31377;110;75;27858;60;30435;51;30435;31
5890938;5975375;398;27862;121;77;27629;92;70;31050;104;70;27531;60;31467;51;31435;31
5890939;5975375;394;27550;121;77;27629;89;65;30738;104;66;27219;59;31256;50;31225;31
5890940;5975375;390;27321;119;75;27130;82;62;30501;104;63;26983;59;31113;50;31081;31
5890941;5975375;394;27560;119;75;27130;89;65;30740;104;66;27221;59;30739;50;30707;31
5890942;5975375;373;26112;121;76;27064;103;79;31130;110;80;27612;59;30818;50;30786;31
5890943;5975375;376;26353;121;76;27064;106;89;31819;115;90;28301;-1;31049;-1;31017;-1
5890944;5975375;374;26178;124;78;26587;104;86;31644;109;87;28125;-1;31300;-1;31268;-1
5890945;5975375;371;25987;119;75;26099;103;91;31976;110;92;28458;-1;31762;-1;31730;-1
5890946;5975375;368;25779;115;73;25484;103;89;26568;112;90;31184;-1;27911;-1;27911;-1
5890947;5975375;359;25097;115;73;25478;101;81;25887;108;80;30502;-1;27681;-1;27681;-1
5890948;5975375;354;24799;114;72;25260;96;77;25588;105;87;29260;57;27318;48;27318;30
5890949;5975375;352;24606;112;71;24950;96;74;25396;103;84;29067;57;27161;48;27161;30
5890950;5975375;348;24327;110;70;24532;89;69;25021;91;69;28692;57;26914;48;26914;30
5890951;5975375;346;24188;109;69;24424;88;65;24758;85;65;28429;56;26614;48;26614;29
5890952;5975375;344;24104;108;69;24369;85;63;24601;85;63;28272;56;26371;47;26371;29
5890953;5975375;348;24361;108;69;24369;88;67;25482;91;67;29154;56;31003;47;26925;29
5890954;5975375;347;24261;107;68;23960;96;77;26701;105;88;30373;59;30338;50;30560;31
5890955;5975375;342;23969;106;67;23727;92;73;26409;100;83;30080;58;30333;49;30556;31
5890956;5975375;344;24070;106;67;23750;96;75;26509;103;85;30181;59;30480;50;30702;31
5890957;5975375;348;24338;103;65;22980;96;78;26778;105;89;30449;57;29616;48;29839;30
5890958;5975375;328;22943;103;65;22980;96;80;26882;93;69;30517;57;29605;48;29828;30
5890959;5975375;323;22616;102;64;22447;99;84;29829;93;71;31196;55;29011;46;29234;28
5890960;5975375;316;22136;100;63;21958;97;80;30658;87;64;30734;55;28620;46;28843;29
5890961;5975375;319;22301;101;64;22162;98;80;29514;94;67;30880;55;28783;47;29005;29
5890962;5975375;325;22721;101;64;22028;100;86;29934;103;83;31300;55;28739;47;28961;29
5890963;5975375;328;22990;104;66;22620;106;89;30203;106;86;31570;57;29285;48;29508;30
5890964;5975375;309;21652;94;60;21723;85;73;26296;93;78;26296;54;28231;46;28454;28
5890965;5975375;304;21275;93;59;21578;82;72;25920;84;69;33873;54;26566;45;26566;28
5890966;5975375;307;21511;93;59;21578;84;71;26156;91;76;26156;54;26233;46;26233;28
5890967;5975375;287;20114;89;57;20415;78;64;25193;85;69;25193;56;24969;47;24969;27
5890968;5975375;287;20070;89;57;20415;78;62;25059;85;67;25059;56;25376;47;25376;27
5890969;5975375;287;20084;103;65;21362;82;70;23230;90;78;24830;60;27378;51;27378;31
5890970;5975375;281;19654;88;56;19664;77;64;22800;84;72;24400;54;24889;46;24889;26
5890971;5975375;286;20012;85;54;18851;80;69;23158;90;77;24759;54;24130;46;24130;26
5890972;5975375;267;18662;85;54;18851;75;64;21870;77;59;21870;53;23672;46;23672;26
5890973;5975375;264;18453;84;53;18748;73;61;21662;75;56;21662;53;23608;46;23608;26
5890974;5975375;257;17975;82;52;18268;71;60;21581;70;55;21581;51;23090;44;23090;25
5890975;5975375;257;18019;82;52;18298;71;61;21256;73;56;21256;51;23199;44;23199;25
5890976;5975375;251;17588;80;51;17839;70;60;20931;71;54;21353;50;22767;43;22767;24
5890977;5975375;254;17798;81;51;17949;71;55;20990;74;58;21154;49;22158;42;22158;23
5890978;5975375;237;16560;76;48;16677;70;62;18444;74;61;20187;48;21837;42;21837;23
5890979;5975375;232;16247;75;48;16600;70;61;19875;66;57;19875;48;21558;41;21558;23
5890980;5975375;231;16144;74;47;16217;69;59;19771;65;55;19771;50;21106;43;21106;24
5890981;5975375;222;15573;73;46;15859;63;48;19286;61;51;19451;47;21180;41;21180;23
5890982;5975375;221;15456;71;45;15665;61;48;18804;60;50;18969;46;20556;39;20556;22
5890983;5975375;218;15276;71;45;15680;60;46;18670;57;49;18835;48;20302;42;20302;23
5890984;5975375;216;15101;71;45;15595;60;49;18909;58;51;14968;48;20685;42;20685;23
5890985;5975375;212;14825;69;44;15131;58;50;14692;56;47;14692;49;19806;42;19806;23
5890986;5975375;210;14678;69;43;15102;57;48;14601;56;45;14601;45;19662;41;19662;22
5890987;5975375;210;14715;68;43;15014;55;50;15912;55;45;17502;45;19656;39;19656;21
5890988;5975375;211;14752;68;43;15014;57;47;17069;55;47;17325;46;19489;40;19489;22
5890989;5975375;212;14814;68;43;15055;57;47;17080;55;47;17336;47;19515;40;19515;22
5890990;5975375;212;14818;69;44;15059;57;49;17465;56;51;17630;47;19874;40;19874;22
5890991;5975375;208;14529;69;44;14951;53;46;15373;54;48;15373;46;16670;40;16670;22
5890992;5975375;205;14327;68;43;14709;51;45;15206;53;45;15170;44;16410;39;16410;21
5890993;5975375;201;14047;67;43;14409;47;38;14870;44;38;14870;43;16122;38;16122;21
5890994;5975375;203;14176;68;43;14585;45;39;14889;43;39;14889;43;15903;38;15903;20
5890995;5975375;209;14602;67;43;14353;44;40;14458;44;40;14458;42;15686;37;15686;20
5890996;5975375;200;14017;66;42;14083;40;34;13414;40;34;13414;40;15380;36;15380;20
5890997;5975375;199;13961;65;41;13924;42;35;13462;42;35;13462;40;15209;35;15149;19
5890998;5975375;199;13901;65;41;13894;42;38;13667;42;38;13667;40;15033;36;15033;20
5890999;5975375;199;13955;64;40;13925;48;42;13933;45;40;13652;41;15254;36;15254;20
5891000;5975375;198;13870;62;39;13696;49;44;13427;42;34;13444;41;15522;37;15522;20
5891001;5975375;196;13688;61;38;13459;48;38;13409;41;34;13453;39;15361;34;14363;19
5891002;5975375;196;13701;62;39;13745;51;39;13464;43;38;13464;40;15732;36;14734;20
5891003;5975375;195;13619;63;40;13780;54;42;13712;50;41;13712;41;16007;36;15008;20
5891004;5975375;189;13250;64;41;13495;65;56;13831;65;54;13831;42;15445;37;15482;21
5891005;5975375;195;13651;64;41;13495;72;62;14232;72;60;14232;42;15932;38;15970;21
5891006;5975375;194;13578;69;44;14292;74;68;19508;72;65;19508;43;16451;39;16489;22
5891007;5975375;186;13030;69;44;14292;69;59;13984;67;57;13984;43;17515;39;17553;22
5891008;5975375;189;13234;67;43;14045;65;61;18963;68;58;18963;50;19470;44;19507;25
5891009;5975375;190;13289;66;42;13815;65;60;18920;69;57;18920;50;19800;43;19837;25
5891010;5975375;192;13452;65;41;13602;64;59;19011;64;56;19011;49;19709;42;19747;25
5891011;5975375;196;13717;66;42;13766;63;59;19008;64;56;19008;48;19919;42;19956;25
5891012;5975375;203;14242;64;41;12949;66;57;17432;66;56;17432;48;20312;42;20350;25
5891013;5975375;189;13225;62;39;12620;73;67;14894;73;65;14894;48;20568;42;22239;25
