from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5885430;5975375;274;19158;86;54;19179;80;69;23162;80;64;23162;53;24096;46;24096;26
5885431;5975375;264;18505;85;54;19046;72;61;22025;71;56;22359;53;23989;46;23989;26
5885432;5975375;259;18159;84;53;18850;76;64;22253;71;56;22031;52;23750;45;23750;25
5885433;5975375;255;17856;84;53;18769;75;68;22525;72;54;21869;51;23517;44;23517;25
5885434;5975375;256;17894;84;53;18761;79;71;22715;73;56;21827;52;23740;44;23740;25
5885435;5975375;247;17296;84;53;18761;78;66;18045;80;61;22070;52;23784;44;23784;25
5885436;5975375;245;17160;77;49;16662;75;65;17909;80;67;17910;49;21738;42;21738;24
5885437;5975375;236;16492;77;49;16793;69;57;17880;72;58;21118;49;21736;42;21736;24
5885438;5975375;236;16534;77;49;16809;67;57;17261;66;55;17261;49;21826;42;21826;23
5885439;5975375;235;16423;79;50;16987;61;49;16281;61;47;16281;49;22126;42;22126;24
5885440;5975375;236;16551;79;50;17082;67;50;16409;61;49;16409;49;22605;42;22605;24
5885441;5975375;223;15606;74;47;16378;61;49;16233;59;47;16233;47;20936;40;20936;22
5885442;5975375;220;15414;74;47;15866;59;45;15274;56;42;15274;47;20841;40;20841;22
5885443;5975375;220;15424;74;47;15859;63;50;15687;61;48;15687;47;20545;40;20545;22
5885444;5975375;224;15698;73;46;15957;60;51;17717;58;55;17014;46;19820;41;19820;23
5885445;5975375;224;15686;73;46;15983;57;49;17529;58;52;16831;46;19516;41;19137;23
5885446;5975375;226;15828;73;46;16027;56;46;17088;58;45;17088;46;19282;41;18904;22
5885447;5975375;225;15736;73;47;15886;57;49;16486;54;49;16742;45;18652;40;18652;22
5885448;5975375;220;15382;73;46;15800;50;43;16328;51;42;16055;44;18611;39;18644;22
5885449;5975375;216;15146;74;47;15739;50;44;15888;48;44;16278;44;18435;39;18435;21
5885450;5975375;211;14756;71;45;15124;47;42;15749;46;42;16134;44;18354;39;18354;21
5885451;5975375;215;15041;-1;-1;-1;48;42;15191;48;43;15753;43;16947;39;16947;21
5885452;5975375;211;14798;70;45;14926;44;39;14447;43;40;15571;43;16845;38;16845;21
5885453;5975375;214;14982;70;44;15003;42;36;14225;42;36;14225;43;16110;38;16715;21
5885454;5975375;212;14829;68;43;14840;42;36;14220;41;37;14870;40;15533;36;15533;20
5885455;5975375;214;14983;68;43;14784;48;44;14732;47;40;14561;39;15331;36;15331;19
5885456;5975375;214;15013;69;44;15111;49;42;14387;46;38;14387;39;15174;35;15174;19
5885457;5975375;206;14447;65;41;14434;50;44;14244;46;40;14244;41;15308;37;15162;20
5885458;5975375;205;14362;64;41;14356;48;42;14410;45;38;14410;39;14954;35;14809;19
5885459;5975375;206;14438;64;41;14333;53;44;14686;51;42;14686;41;15571;36;15425;20
5885460;5975375;207;14460;65;41;14307;60;52;14816;57;50;14816;41;16255;36;15257;20
5885461;5975375;207;14520;67;42;14008;61;53;14876;57;50;15117;44;15971;39;16009;23
5885462;5975375;203;14182;67;42;14008;70;59;17264;72;58;17264;44;16256;39;16293;23
5885463;5975375;201;14072;69;44;14447;66;58;17006;70;54;17006;43;16653;39;16690;23
5885464;5975375;204;14291;70;44;14531;61;53;16990;63;48;16990;47;18592;42;18629;23
5885465;5975375;204;14302;70;44;14498;59;55;18226;61;49;17041;48;18910;42;18947;24
5885466;5975375;202;14166;68;43;14336;58;52;18369;57;47;17186;47;18824;42;18861;23
5885467;5975375;205;14369;70;44;14594;60;52;17710;57;47;17378;48;19003;42;19041;24
5885468;5975375;206;14445;72;45;14904;59;50;17424;57;45;17565;48;19202;41;19239;24
5885469;5975375;209;14601;70;44;14731;57;49;16890;53;43;17725;47;19246;40;19284;24
5885470;5975375;212;14850;71;45;14910;57;48;16685;53;45;16685;46;21858;40;21858;23
5885471;5975375;215;15046;72;46;15075;59;51;16868;58;48;16868;45;21610;39;21610;23
5885472;5975375;217;15157;71;45;15340;54;46;16046;52;43;16046;45;21305;38;21305;22
5885473;5975375;221;15439;72;46;15529;53;47;16097;52;44;16097;45;21227;39;21227;23
5885474;5975375;210;14684;67;42;14520;56;48;14375;57;47;14375;44;20836;38;20836;22
5885475;5975375;207;14472;66;42;14375;52;46;14164;53;44;14164;44;20641;38;20341;22
5885476;5975375;201;14097;65;41;14141;47;41;13788;45;39;13788;42;17986;37;17986;21
5885477;5975375;201;14086;65;41;14130;44;38;13550;44;36;13550;41;17697;36;18328;21
5885478;5975375;204;14246;65;41;14264;46;40;13699;45;38;13699;41;18138;36;18138;21
5885479;5975375;203;14205;65;41;14292;50;46;14519;50;44;14150;40;17621;35;17621;20
5885480;5975375;201;14084;64;41;14048;44;39;14065;48;38;14065;39;17216;34;17216;19
5885481;5975375;203;14207;63;40;14219;40;36;13843;45;35;13843;39;17330;34;17330;19
5885482;5975375;202;14167;64;41;14319;47;42;14144;50;39;14144;40;16966;35;17003;20
5885483;5975375;203;14240;63;40;14101;48;44;14308;50;41;14308;40;17167;35;17204;21
5885484;5975375;208;14567;64;41;14272;51;49;14624;55;46;14624;42;18004;36;18042;21
5885485;5975375;213;14932;66;42;14567;57;49;19719;59;54;15164;45;17615;39;17652;23
5885486;5975375;208;14576;66;42;14693;49;44;16673;49;44;16673;45;20579;39;20616;23
5885487;5975375;210;14722;66;42;14684;49;44;16361;49;44;16361;44;20389;38;20426;22
5885488;5975375;212;14852;67;42;14840;47;40;16128;47;42;16128;44;20116;38;20153;22
5885489;5975375;212;14838;66;42;14823;45;39;16086;46;41;16086;42;19364;36;19402;21
5885490;5975375;216;15096;67;43;15004;47;41;16176;47;43;16176;43;19859;37;19897;21
5885491;5975375;215;15058;69;43;15100;45;41;16202;46;41;15177;42;19549;36;19586;21
5885492;5975375;219;15306;70;44;15094;45;38;17311;47;41;17096;41;19916;36;19954;21
5885493;5975375;217;15158;69;44;15208;43;38;16901;45;38;16901;42;20251;36;20289;21
5885494;5975375;217;15200;68;43;15154;42;36;16787;43;41;14775;43;20532;37;20570;22
5885495;5975375;217;15174;68;43;15120;41;33;16561;42;33;16561;47;20938;41;20975;24
5885496;5975375;220;15414;69;44;15464;45;36;16747;46;36;16747;40;21124;35;21117;21
5885497;5975375;222;15510;69;44;15524;45;36;16772;46;36;16772;40;21051;35;21044;21
5885498;5975375;225;15764;71;45;15761;45;36;16748;46;36;16748;41;21298;36;21291;21
5885499;5975375;228;15979;71;45;15900;48;36;17804;48;40;17055;41;20590;36;20584;21
5885500;5975375;231;16189;74;47;16474;49;36;18103;48;41;16207;41;20273;36;20267;22
5885501;5975375;237;16559;75;47;16574;47;37;15740;49;34;15740;40;19987;35;19980;20
5885502;5975375;239;16744;76;48;16887;46;39;15683;48;38;15994;39;19832;34;19826;20
5885503;5975375;241;16889;77;49;17002;44;37;15558;48;36;15558;39;19546;34;19539;20
5885504;5975375;240;16807;79;50;17072;43;35;19026;46;36;15993;40;19563;34;19556;20
5885505;5975375;250;17480;81;51;17619;46;40;16259;50;40;16259;41;19840;35;19833;21
5885506;5975375;248;17394;80;51;17511;50;41;16353;49;41;16353;41;20239;35;20212;21
5885507;5975375;250;17482;81;51;17619;49;41;17063;50;40;17063;42;20386;37;20358;22
5885508;5975375;254;17790;82;52;17816;50;40;16213;50;38;16213;41;19733;35;19726;21
5885509;5975375;254;17792;86;54;18668;50;40;16886;50;38;16886;41;19779;35;19772;20
5885510;5975375;262;18325;87;55;18254;48;42;16917;53;46;17043;45;20690;38;20683;22
5885511;5975375;260;18232;87;55;18175;46;41;16771;52;44;16897;44;20697;38;20691;22
5885512;5975375;264;18487;87;55;18477;48;41;17532;56;45;17658;47;21461;40;21455;23
5885513;5975375;264;18479;87;55;18452;44;38;17211;53;41;17337;46;21454;39;21448;23
5885514;5975375;266;18654;88;56;18703;51;42;17593;56;46;17719;47;21888;40;21882;24
5885515;5975375;270;18885;89;56;18789;54;45;17974;60;49;17945;47;22085;40;22079;24
5885516;5975375;282;19766;92;58;19801;59;49;18621;62;53;22026;46;23117;40;23111;25
5885517;5975375;289;20247;92;59;20047;72;59;20123;75;64;22892;46;22713;40;22707;25
5885518;5975375;289;20214;94;59;20288;72;58;19725;73;61;22262;47;23181;40;23174;25
5885519;5975375;307;21490;94;60;20387;76;65;20987;83;69;22781;47;23488;41;23481;25
5885520;5975375;308;21572;97;61;20759;76;67;21069;83;70;22864;48;23946;42;23939;26
5885521;5975375;313;21926;104;66;21713;85;76;23217;86;75;23217;49;24048;43;24041;27
5885522;5975375;308;21528;104;66;21736;82;57;21455;92;72;26637;49;24336;43;24330;27
5885523;5975375;310;21673;104;66;21736;84;60;21599;92;75;26782;50;24536;43;24529;27
5885524;5975375;314;21996;104;66;22098;90;62;22933;100;77;28115;51;24827;44;24820;28
5885525;5975375;317;22216;105;66;22260;84;59;22678;98;74;27860;51;25050;45;25044;28
5885526;5975375;321;22484;106;67;22597;84;56;22495;104;63;26248;52;25387;45;25380;29
5885527;5975375;327;22877;108;69;22935;86;57;22564;104;64;26318;53;26008;46;26002;30
5885528;5975375;330;23067;108;69;22935;88;60;22754;104;67;26508;53;25948;46;25942;30
5885529;5975375;330;23072;100;64;22848;75;56;22660;90;65;22654;44;25802;39;25795;24
5885531;5975375;330;23093;101;64;23147;81;64;23221;93;73;23215;45;25787;39;25781;24
5885532;5975375;331;23143;101;64;23147;85;65;23271;93;74;23265;45;26036;39;26030;24
5885533;5975375;334;23348;101;64;23147;85;68;23477;96;77;23471;45;26219;39;26212;24
5885534;5975375;336;23512;105;66;23028;101;90;25262;106;93;23194;45;25857;39;25851;25
5885535;5975375;335;23440;105;66;23028;100;89;25190;106;95;23132;45;26120;39;26113;25
5885536;5975375;334;23404;105;66;24150;99;89;25153;102;92;23085;45;26061;39;26055;25
5885537;5975375;338;23691;105;66;24150;101;89;23378;106;96;23372;50;28082;44;28075;27
5885538;5975375;346;24229;105;67;24299;92;70;29758;100;79;29752;50;27869;44;27862;27
5885539;5975375;341;23871;104;66;24081;86;68;29599;97;77;29593;50;28153;44;28146;27
5885540;5975375;343;24026;105;66;24206;92;69;29716;100;78;29710;50;28167;44;28160;27
5885541;5975375;345;24149;105;66;24104;97;76;30223;103;85;30217;50;29212;44;29206;27
5885542;5975375;359;25131;106;67;25285;103;76;26591;115;101;24790;54;29161;47;29154;30
5887225;5975375;444;31075;133;84;30992;95;77;32605;100;82;31991;62;32542;53;32510;34
5887226;5975375;439;30731;132;84;30647;92;79;32159;97;81;32319;61;32116;53;32084;34
5887227;5975375;435;30431;129;82;30266;91;75;31860;94;77;32019;60;31842;52;31810;33
5887228;5975375;430;30096;128;81;30039;89;70;31525;87;72;31685;60;31503;51;31471;32
5887229;5975375;428;29965;128;81;30056;89;71;31612;87;73;31772;60;31503;51;31471;33
5887230;5975375;424;29704;126;80;29502;92;75;31891;96;77;32051;58;31090;50;31058;31
5887231;5975375;427;29872;127;80;29713;93;79;31496;99;78;30977;59;31109;51;31077;32
5887232;5975375;425;29758;127;81;29839;93;77;31382;99;76;30863;59;31513;51;31513;32
5887233;5975375;417;29166;129;82;29101;98;83;31837;99;83;31303;60;30726;52;30726;33
5887234;5975375;413;28931;130;82;28997;98;85;31938;99;84;31404;59;30589;51;30589;33
5887235;5975375;414;28991;130;82;28993;99;87;30004;105;85;30164;59;30699;51;30699;33
5887236;5975375;422;29538;131;83;29172;110;95;30551;117;93;30711;60;31237;52;31237;33
5887237;5975375;401;28103;129;81;28172;112;100;29358;117;98;29518;61;31720;53;31720;34
5887238;5975375;398;27893;127;80;27934;112;97;29148;117;95;29308;61;31501;53;31501;34
5887239;5975375;403;28199;126;80;27749;114;101;29455;117;99;29615;61;31839;53;31839;33
5887240;5975375;408;28560;131;83;28518;120;107;29815;123;105;29975;62;32152;54;32152;35
5887241;5975375;410;28720;131;83;28518;120;109;29975;126;107;30135;62;32652;54;32652;35
5887242;5975375;413;28887;125;79;28609;92;72;32046;104;73;28528;62;32475;53;32443;33
5887243;5975375;410;28689;125;79;28662;89;69;31848;104;70;28330;62;32455;53;32423;33
5887244;5975375;400;28023;125;79;28550;89;66;31677;104;67;28158;62;32208;53;32176;32
5887245;5975375;396;27708;122;78;27914;86;64;31513;104;65;27995;60;31519;51;31487;31
5887246;5975375;399;27947;121;77;27604;89;68;31772;104;69;28254;60;31555;51;31523;31
5887247;5975375;-1;-1;121;77;27604;-1;-1;-1;-1;-1;-1;60;31563;51;31531;31
5887248;5975375;382;26707;121;77;27564;113;102;27496;123;103;32112;60;31393;51;31361;31
5887249;5975375;381;26651;119;75;26099;113;101;27440;123;102;32056;-1;31419;-1;31387;-1
5887250;5975375;373;26110;119;75;26099;107;93;26899;115;95;31515;-1;32081;-1;32049;-1
5887251;5975375;369;25810;119;75;26099;105;89;26599;111;90;31215;-1;32151;-1;32119;-1
5887252;5975375;370;25933;119;75;26099;107;91;26722;111;92;31338;61;32259;52;32227;33
5887253;5975375;366;25640;119;75;26099;105;87;26429;114;88;31045;61;28130;52;28130;33
5887254;5975375;361;25275;119;75;26111;102;82;26064;111;83;30680;61;33131;52;33354;33
5887255;5975375;364;25510;113;72;24698;105;85;26299;112;86;30915;58;27375;49;27375;31
5887256;5975375;357;25004;113;72;24698;93;73;25904;102;83;29576;58;31339;49;31561;31
5887257;5975375;354;24762;113;71;24594;88;70;25663;91;70;29334;58;31112;49;31335;31
5887258;5975375;351;24539;109;69;24422;88;66;25406;91;66;29078;57;30955;48;31177;30
5887259;5975375;347;24317;108;68;24147;88;63;25199;85;63;28870;57;30765;48;30987;30
5887260;5975375;342;23974;107;67;23711;88;65;25350;85;65;29022;57;30303;49;30526;30
5887261;5975375;338;23693;105;67;23486;87;63;25686;85;63;29357;58;30030;49;30253;31
5887262;5975375;335;23468;105;66;23281;88;64;25794;85;65;29466;58;29743;49;29966;31
5887263;5975375;330;23132;104;66;23000;88;68;26020;91;68;30387;57;29509;48;29731;30
5887264;5975375;327;22904;102;65;22623;90;71;26256;85;64;30159;56;29239;47;29461;30
5887265;5975375;327;22905;103;65;22708;93;76;26573;87;66;30244;57;29336;48;29559;30
5887266;5975375;323;22578;103;65;22922;101;86;27223;102;84;31386;57;29563;48;29785;30
5887267;5975375;318;22228;102;65;22395;96;81;26873;102;83;31311;57;29019;48;29242;30
5887268;5975375;317;22155;96;61;21972;98;80;26800;99;85;26800;57;27106;49;27106;30
5887269;5975375;310;21691;96;61;21972;86;74;26336;99;79;26336;57;26923;48;26923;29
5887270;5975375;306;21409;95;60;21887;83;70;26054;92;75;26054;57;26598;48;26598;29
5887271;5975375;302;21107;93;59;21335;82;65;25751;87;72;26073;56;26274;47;26274;28
5887272;5975375;298;20828;92;58;21118;80;61;25472;84;66;25472;55;26114;46;26114;28
5887273;5975375;295;20635;91;58;20905;79;63;25390;86;68;25390;56;25766;47;25766;28
5887274;5975375;298;20855;92;58;21052;80;66;25610;87;71;25610;56;25648;48;25648;28
5887275;5975375;287;20103;95;60;20954;82;71;23249;90;78;24849;58;26864;50;26864;30
5887276;5975375;287;20107;97;61;21037;82;71;23253;90;78;24853;59;27068;50;27068;30
5887277;5975375;281;19666;90;57;20020;89;73;23670;88;71;23670;54;24865;46;24865;26
5887278;5975375;270;18920;86;55;19194;77;66;22416;77;61;22416;54;24035;46;24035;26
5887279;5975375;267;18678;85;54;18940;75;63;22175;74;58;22175;53;23797;46;23797;25
5887280;5975375;264;18471;84;53;18781;72;61;22057;71;56;22057;53;23645;46;23645;25
5887281;5975375;260;18235;85;54;19076;75;68;22501;71;57;22095;52;23464;45;23464;25
5887282;5975375;257;17961;82;52;18284;73;60;21324;72;55;21785;51;23297;44;23297;24
5887283;5975375;257;18000;84;53;18761;76;63;21514;72;56;21834;52;23844;44;23844;25
5887284;5975375;250;17476;84;53;18761;81;69;18225;82;65;22353;52;21982;44;21982;25
5887285;5975375;250;17468;76;48;16532;81;69;18217;81;71;18217;48;21547;42;21547;23
5887286;5975375;231;16148;75;48;16411;65;60;19816;64;53;20785;48;21412;42;21412;23
5887287;5975375;234;16380;77;49;16801;67;55;16698;66;53;16698;48;21679;42;21679;23
5887288;5975375;237;16598;77;49;16789;69;54;16579;64;52;16579;49;21961;42;21961;23
5887289;5975375;229;16052;74;47;16378;70;62;16204;69;62;16204;49;21458;42;21458;23
5887290;5975375;230;16100;74;47;16378;70;63;16251;70;63;16251;49;21718;42;21718;23
5887291;5975375;218;15233;70;45;15381;59;48;15478;56;45;15478;47;20589;40;20589;22
5887292;5975375;217;15157;71;45;15538;59;48;15445;56;45;15445;46;20466;40;20466;22
5887293;5975375;219;15344;71;45;15782;59;51;15740;57;49;15741;45;19806;40;19806;22
5887294;5975375;219;15358;71;45;15623;56;48;17478;57;49;17471;46;19621;40;19621;22
5887295;5975375;222;15528;71;45;15524;60;50;17475;57;51;17640;44;18968;40;18968;22
5887296;5975375;218;15227;72;46;15663;54;44;16775;53;44;16503;45;19464;40;19464;22
5887297;5975375;213;14942;71;45;15215;58;50;15776;57;53;17309;45;18705;40;18738;22
5887298;5975375;211;14800;71;45;15215;54;48;15627;52;49;17048;44;19193;39;16896;21
5887299;5975375;207;14497;69;44;14871;50;41;15323;48;45;16744;44;18940;39;16643;21
5887300;5975375;210;14675;70;44;14939;48;43;14664;48;43;14664;44;17227;39;17227;22
5887301;5975375;209;14606;69;44;14694;42;37;14254;42;37;14254;44;15694;39;15694;21
5887302;5975375;210;14683;69;44;14746;38;34;14066;38;34;14066;43;15931;38;15931;21
5887303;5975375;208;14562;67;43;14586;38;32;13955;38;32;13955;41;15273;37;15273;20
5887304;5975375;207;14464;66;42;14452;40;35;14122;40;35;14122;39;14969;35;14969;19
5887305;5975375;207;14510;66;42;14621;44;40;14453;42;35;13894;38;14654;34;14654;19
5887306;5975375;205;14350;64;40;14185;47;41;13716;41;30;13716;38;14348;34;14385;19
5887307;5975375;202;14123;63;40;14053;46;41;13795;42;37;13795;39;14715;35;14569;18
5887308;5975375;201;14086;64;40;14138;53;43;14172;51;41;14172;41;15935;36;14936;20
5887309;5975375;205;14336;65;41;14375;56;51;14518;53;45;14759;41;16301;37;15303;20
5887310;5975375;198;13878;67;42;14008;67;60;17175;72;56;17175;41;15946;37;15983;20
5887311;5975375;199;13898;67;42;14008;73;66;14479;72;65;17749;43;16045;39;16082;23
5887312;5975375;201;14063;70;44;14404;68;61;17202;73;57;17202;44;16640;39;16678;23
5887313;5975375;196;13694;70;44;14404;69;58;17254;72;57;17254;49;16997;44;17035;25
5887314;5975375;198;13888;69;44;14327;61;56;18620;64;53;18620;48;19028;43;19066;24
5887315;5975375;198;13848;67;43;14062;57;50;18248;58;47;18248;47;18975;42;19012;24
5887316;5975375;202;14135;67;43;14153;57;54;18466;58;51;18466;48;19205;41;19243;24
5887317;5975375;201;14079;67;43;14150;58;49;18933;58;51;18664;47;19513;41;19550;24
5887318;5975375;205;14360;68;43;14330;57;49;16950;55;46;16950;46;19800;40;19838;24
5887319;5975375;211;14777;70;45;14782;55;47;16616;53;44;16616;46;22031;40;22031;23
5887320;5975375;214;14961;71;45;14988;57;50;16783;55;47;16783;45;21661;39;21661;23
5887321;5975375;223;15578;72;46;15529;57;50;16324;55;47;16324;45;21604;39;21604;23
5887322;5975375;222;15514;72;46;15529;57;49;16260;55;46;16260;45;21541;39;21541;23
5887323;5975375;226;15785;64;41;13663;60;53;16531;58;50;16531;45;21938;39;21938;23
5887324;5975375;207;14489;64;41;13984;52;47;14181;53;45;14181;44;20317;38;20317;22
5887325;5975375;200;13979;64;41;13984;47;41;13788;45;39;13788;41;17630;36;17630;21
5887326;5975375;197;13816;64;40;13827;42;36;13466;42;34;13466;39;17409;35;17409;20
5887327;5975375;202;14114;65;41;14048;46;40;13699;45;38;13699;41;18021;36;18021;21
5887328;5975375;199;13933;64;40;13938;47;42;13874;47;40;13874;40;17733;35;17733;20
5887329;5975375;197;13782;63;40;13819;46;42;14164;48;39;14164;38;17020;33;17020;19
5887330;5975375;201;14071;64;41;13884;49;47;14476;51;44;14476;42;16902;36;16902;21
5887331;5975375;198;13827;62;39;13866;47;42;14156;49;39;14156;39;16722;34;16759;20
5887332;5975375;202;14165;63;40;14101;49;46;14397;52;43;14397;39;17062;34;17099;20
5887333;5975375;207;14474;63;40;14105;54;48;14707;56;47;14707;44;17340;38;17377;22
5887334;5975375;203;14182;65;41;14373;46;41;16478;47;41;16478;44;18351;38;19112;22
5887335;5975375;205;14320;64;41;14257;46;41;16418;45;41;16418;45;20683;39;20721;23
5887336;5975375;206;14415;65;41;14500;45;39;16040;45;39;16040;44;20693;38;20730;22
5887337;5975375;207;14498;65;42;14603;44;38;15623;45;39;15623;44;19797;37;19834;22
5887338;5975375;209;14596;65;41;14570;44;38;15587;44;39;15587;43;19617;36;19655;21
5887339;5975375;211;14753;67;42;14916;44;38;15296;43;38;15296;43;19821;37;19859;22
5887340;5975375;211;14758;68;43;14907;43;38;15114;43;40;15166;42;20657;37;20695;22
5887341;5975375;213;14881;68;43;14807;41;34;14842;42;36;14842;42;20242;37;20279;21
5887342;5975375;212;14872;68;43;14887;41;38;14631;41;39;14631;42;20367;36;20404;21
5887343;5975375;213;14933;67;43;14945;40;37;14544;40;37;14544;43;20735;38;20772;22
5887344;5975375;214;15004;67;43;15043;42;39;14640;42;39;14640;39;20425;35;20418;20
5887345;5975375;222;15554;70;44;15634;46;33;17066;48;39;16960;39;20396;34;20390;20
5887346;5975375;218;15290;68;43;15350;46;34;17102;46;41;17086;40;20952;35;20946;21
5887347;5975375;223;15642;71;45;15703;46;37;17293;48;39;16994;41;21325;36;21318;21
5887348;5975375;225;15783;71;45;15738;48;41;17121;48;41;17121;40;20653;35;20646;21
5887349;5975375;231;16178;73;46;16179;50;40;15924;51;37;15924;40;20102;35;20095;21
5887350;5975375;234;16376;74;47;16316;47;37;15710;50;34;15710;39;19764;34;19757;20
5887351;5975375;236;16489;75;48;16570;46;36;15438;47;33;15438;39;19550;33;19544;20
5887352;5975375;239;16707;77;49;16795;41;34;15376;44;33;15376;39;19771;33;19765;20
5887353;5975375;237;16601;77;49;16727;40;33;15281;41;32;15281;40;19399;35;19372;20
5887354;5975375;242;16943;79;50;17142;46;38;15619;47;37;15619;40;19714;35;19707;20
5887355;5975375;244;17112;79;50;17216;44;36;19834;46;38;19834;40;19924;35;19897;20
5887356;5975375;253;17689;80;51;17441;48;42;16335;48;40;16335;41;19571;35;19565;21
5887357;5975375;251;17556;82;52;17703;43;37;15978;49;35;15978;41;19543;35;19536;20
5887358;5975375;251;17549;82;52;17747;42;37;15985;49;35;15985;41;19900;35;19893;21
5887359;5975375;256;17947;87;55;18190;46;40;16727;52;43;16853;44;20309;38;20302;22
5887360;5975375;257;17974;85;54;17911;42;36;16480;52;39;16606;44;20529;38;20523;22
5887361;5975375;260;18214;86;54;18232;46;39;17003;53;42;17129;44;21375;38;21369;22
5887362;5975375;262;18312;87;55;18465;46;40;17055;54;43;17181;45;21210;39;21204;23
5887363;5975375;265;18556;87;55;18519;51;43;17638;56;47;17764;46;21842;39;21836;23
5887364;5975375;269;18826;88;56;18698;55;47;17575;61;51;17701;48;22345;41;22338;24
5887365;5975375;279;19500;92;58;19788;61;49;18634;63;55;22220;46;22698;40;22692;25
5887366;5975375;283;19824;92;58;19841;63;53;19700;69;58;22469;45;22657;40;22651;24
5887367;5975375;289;20216;93;59;20063;72;59;20092;74;64;22861;46;23059;40;23053;25
5887368;5975375;293;20528;96;61;20588;73;59;21556;83;63;20416;47;23300;41;23293;25
5887369;5975375;299;20949;97;61;20759;73;56;21341;86;71;26523;48;23864;42;23858;26
5887370;5975375;302;21145;100;63;21167;73;52;21071;86;67;26253;48;23948;42;23942;26
5887371;5975375;304;21300;100;63;21167;78;54;21227;89;69;26409;49;24334;43;24328;27
5887372;5975375;308;21578;104;66;21646;95;67;22115;100;82;27297;50;24702;44;24695;27
5887373;5975375;315;22075;104;66;22098;95;65;23144;100;80;28326;51;24928;44;24921;28
5887374;5975375;319;22340;105;67;22390;99;66;23200;104;73;26954;51;25179;45;25173;29
5887375;5975375;323;22640;107;68;22690;84;56;22516;104;64;26269;52;25555;46;25548;29
5887376;5975375;326;22823;107;68;22750;86;56;22510;104;64;26263;53;25613;46;25607;29
5887377;5975375;328;22965;101;64;23009;75;56;22654;90;65;22648;44;25799;39;25793;24
5887378;5975375;324;22710;100;64;22848;72;53;22398;79;61;22392;44;25413;38;25406;23
5887379;5975375;324;22714;99;63;22708;72;52;22302;79;60;22296;44;25543;38;25536;23
5887380;5975375;326;22825;101;64;23028;74;61;22954;82;67;22596;44;25666;39;25659;24
5887381;5975375;330;23095;101;64;23093;81;64;23223;93;73;23217;45;26030;39;26024;24
5887382;5975375;333;23326;101;64;23093;85;68;23455;96;77;23449;45;25619;39;25613;24
5887383;5975375;329;23036;105;66;23028;95;84;24786;96;87;22717;45;25610;39;25603;25
5887384;5975375;330;23109;105;66;23028;95;85;24859;97;88;22791;45;25933;39;25926;25
5887385;5975375;332;23220;105;66;23028;99;86;24970;102;89;22902;45;25955;39;25949;25
5887386;5975375;340;23767;105;66;24150;101;90;23455;106;97;23449;50;27966;44;27959;27
5887387;5975375;339;23730;105;66;24150;95;75;30111;100;84;30105;50;27842;44;27836;27
5887388;5975375;336;23544;103;65;23731;89;71;29813;97;80;29807;49;27689;43;27683;27
5887389;5975375;341;23882;105;66;24120;97;73;29956;100;82;29950;50;28101;44;28094;27
5887390;5975375;345;24130;105;67;24200;97;76;30204;103;85;30198;53;29097;47;29091;29
5889073;5975375;441;30857;137;87;30979;92;78;37069;96;84;32551;62;32283;53;32251;34
5889074;5975375;439;30754;132;84;30647;92;79;32183;96;81;32343;61;32204;53;32172;34
5889075;5975375;437;30608;129;82;30266;92;77;32036;99;79;32196;60;32004;52;31972;33
5889076;5975375;433;30290;129;82;30266;91;73;31719;93;75;31879;60;31698;52;31666;33
5889077;5975375;428;29955;128;81;29967;91;72;31712;93;74;31872;59;31376;51;31344;32
5889078;5975375;422;29544;124;79;29481;92;74;31153;93;73;30634;58;30974;50;30942;31
5889079;5975375;420;29395;125;79;29314;89;72;31004;87;74;31164;58;30814;50;30782;31
5889080;5975375;419;29320;127;80;29367;92;76;31307;99;75;30773;59;30965;51;30965;32
5889081;5975375;416;29092;128;81;29055;95;80;31567;99;79;31033;60;30784;51;30784;32
5889082;5975375;411;28739;128;81;28804;98;84;29753;99;82;29913;59;30373;51;30373;33
5889083;5975375;410;28676;127;80;28579;98;83;29689;99;81;29849;58;30494;50;30494;32
5889084;5975375;414;28961;130;83;29061;99;87;29974;105;85;30134;59;30621;51;30621;33
5889085;5975375;400;27974;127;81;27917;112;98;29230;117;96;29390;61;31583;53;31583;34
5889086;5975375;396;27709;125;79;27639;112;94;28965;114;92;29125;60;31343;52;31343;33
5889087;5975375;397;27824;125;79;27720;112;96;29079;117;94;29239;61;31212;53;31212;33
5889088;5975375;395;27684;123;78;27297;112;94;28940;114;92;29100;60;32399;52;32399;33
5889089;5975375;413;28936;131;83;28518;124;112;30192;129;110;30352;62;32561;54;32561;35
5889090;5975375;-1;-1;125;79;28662;-1;-1;-1;-1;-1;-1;62;32658;53;32626;33
5889091;5975375;413;28918;122;77;27700;92;72;32076;104;73;28558;62;32496;53;32464;33
5889092;5975375;398;27828;122;77;27700;89;69;31016;104;70;27498;60;31378;51;31346;31
5889093;5975375;392;27463;120;76;27429;86;64;30651;104;65;27133;59;31247;50;31215;31
5889094;5975375;394;27600;120;76;27429;89;66;30780;104;67;27261;59;31253;50;31221;31
5889095;5975375;396;27715;120;76;27396;89;67;30895;104;68;27377;59;31018;50;30986;31
